address,zip,city,sqft,bed,bath,price,url,latitude,longitude
"2812 Anchor Ave, Los Angeles, CA 90064",90064,Los Angeles,"2,458",3,3,"$2,500,500 ",https://www.zillow.com/homedetails/2812-Anchor-Ave-Los-Angeles-CA-90064/20494343_zpid/,34.345457,-117.609376
"9852 Reading Ave, Garden Grove, CA 92844",92844,Garden Grove,"1,063",3,2,"$925,000 ",https://www.zillow.com/homedetails/9852-Reading-Ave-Garden-Grove-CA-92844/25187359_zpid/,33.525332,-116.803321
"7250 Franklin Ave Unit 916, Los Angeles, CA 90046",90046,Los Angeles,"1,212",2,2,"$899,000 ",https://www.zillow.com/homedetails/7250-Franklin-Ave-UNIT-916-Los-Angeles-CA-90046/20793228_zpid/,33.757047,-117.957314
"160 E 80th St, Los Angeles, CA 90003",90003,Los Angeles,"1,242",4,2,"$559,000 ",https://www.zillow.com/homedetails/160-E-80th-St-Los-Angeles-CA-90003/20945213_zpid/,34.896361,-117.028347
"2944 Sierra Rd, San Jose, CA 95132",95132,San Jose,"2,052",5,4,"$1,549,000 ",https://www.zillow.com/homedetails/2944-Sierra-Rd-San-Jose-CA-95132/19773613_zpid/,34.102632,-118.347699
"11005 Old River School Rd, Downey, CA 90241",90241,Downey,"2,388",2,3,"$1,199,000 ",https://www.zillow.com/homedetails/11005-Old-River-School-Rd-Downey-CA-90241/21039664_zpid/,37.394721,-121.857373
"15723 Alia Ct, Santa Clarita, CA 91387",91387,Santa Clarita,"3,422",4,3,"$889,950 ",https://www.zillow.com/homedetails/15723-Alia-Ct-Santa-Clarita-CA-91387/79800335_zpid/,33.177017,-117.268762
"3536 W 168th St, Torrance, CA 90504",90504,Torrance,"1,993",4,3,"$1,049,000 ",https://www.zillow.com/homedetails/3536-W-168th-St-Torrance-CA-90504/20373735_zpid/,34.439033,-118.410421
"8200 Bolsa Ave Space 132, Midway City, CA 92655",92655,Midway City,"1,600",5,4,"$220,000 ",https://www.zillow.com/homedetails/8200-Bolsa-Ave-SPACE-132-Midway-City-CA-92655/64716383_zpid/,33.547815,-117.268146
"14851 Cherry Dr, Chino Hills, CA 91709",91709,Chino Hills,"1,556",3,2,"$787,500 ",https://www.zillow.com/homedetails/14851-Cherry-Dr-Chino-Hills-CA-91709/17554752_zpid/,33.877831,-118.334305
"360 W 7th Ave, Escondido, CA 92025",92025,Escondido,"1,006",3,2,"$1,300,000 ",https://www.zillow.com/homedetails/360-W-7th-Ave-Escondido-CA-92025/16697691_zpid/,33.744566,-117.985893
"23202 Claystone Ave, Corona, CA 92883",92883,Corona,"1,254",4,2,"$510,000 ",https://www.zillow.com/homedetails/23202-Claystone-Ave-Corona-CA-92883/17885113_zpid/,33.983514,-117.717559
"13202 Hoover St Space 81, Westminster, CA 92683",92683,Westminster,"1,440",3,2,"$164,900 ",https://www.zillow.com/homedetails/13202-Hoover-St-SPACE-81-Westminster-CA-92683/25645299_zpid/,33.114573,-117.081718
"134 Clearbrook, Irvine, CA 92614",92614,Irvine,971,2,2,"$750,000 ",https://www.zillow.com/homedetails/134-Clearbrook-Irvine-CA-92614/2092623626_zpid/,33.782976,-117.501029
"48275 224th St W, Lancaster, CA 93536",93536,Lancaster,"1,695",4,1,"$699,000 ",https://www.zillow.com/homedetails/48275-224th-St-W-Lancaster-CA-93536/20322280_zpid/,33.762076,-116.902961
